ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes
1333412346148970496,A1K5CHKFJJ7IF8,"<user> <user> कसला हक्क? चार लग्न, पंचवीस लेकरं? चोरी, राष्ट्रदोही कारवाया, रस्त्यावर नमाज, हिंदु विरोधी फतवा, हलाला, लव जिहाद, ड्रग स्मगलिंग, रंडीबाजी, आणि पाकिस्तान प्रेम? कधी सुधारणार?",आपके विषय विचार करने लायक है इसमें मेरी सहमति भी है पर गालिया उचित नहीं है।,['Affliation'],Hate
1320945309279682560,A3D81Z9GMEKTJQ,<user> <user> तू मादरचोद मोदी की विनोद के चक्कर में बदतमीजी की हद पार कर देते हो क्या बदतमीजी की भी कोई सीमा होती है पर रंडी की औलाद तेरे बाप हिंदू था वह भी हिंदू है तेरी मां तेरे बाप से छुड़वा कर तुझे जन्म आई है या किसी मदरसे में जाकर सुधाकर तुझे जन्म आई है,आपके विचारों से मुझे गहरा दुख हुआ है। धार्मिक संस्थाएं सांप्रदायिक सद्भाव के स्तंभ हैं और आप उनके बारे में बकवास बात कर रहे हैं। कृपया सुनिश्चित करें कि अगली बार उत्तर देते समय आप विचारशील हैं।,['Shaming'],Hate
1323620537172516864,A192KQDPFF4HN1,@JyotiTh53324034 इस पर दीदी स्वयं कई हिंदू रंडी रोना शुरू करेंगे,महिलाओं का सम्मान करना सीखलो। आने वाले समय में ऐसी भाषा नहीं चलेगी।,"['Shaming', 'Warning-of-Consequences']",Offensive
38,A1HFJSETMNC7BF,খানকি মাগীর পোলা,আর আপনি কি আগুনের গোলা?,['Humour'],Offensive
752,A1HFJSETMNC7BF,আরো স্বাধীনতা দেন। তাহলে দেখবেন সব ই শেষ। পতিতা হয়ে বাড়ী ফিরবে শরাবীর বেশে। ধিক ওদের মা বাপ কে।,"মানুষ যদি স্বাধীনতার সঠিক অর্থ বোঝে, তাহলে তার অপব্যবহার কোনোদিনই সে করবে না। এটা শুধু মহিলাদের ক্ষেত্রে নয়। সবার ক্ষেত্রেই প্রযোজ্য।",['Empathy'],Offensive
1231596190816321537,A1HFJSETMNC7BF,"@somoytv শালার পাগল--চো--া যদি দুনিয়ায় একখান থাকে, তাহলে সেইডা হলো  নাস্তিক, মালাউন ধোনেল ট্রাম্ব.....................🥳😭","সোশ্যাল মিডিয়া মানুষকে অপমান করার জায়গা নয়। দয়া করে বিনয়ী হোন। ঘৃণাত্মক কথা পোস্ট করলে ঘৃণা আরও বাড়তে থাকবে, যা সমাজের জন্য খারাপ।","['Shaming', 'Warning-of-Consequences']",Hate
1250289056275034112,A3G1FS1OIFEDKD,"<user> मुस्लिम,जमात,मस्जिद!! फिलहाल इनके बिना न्यूज़ चलाकर देख लो चकलाघर के दलालो  अगर तुम्हारी हालात बूढ़ी रंडी से बदतर ना हो जाये तो कहना😌",मीडिया लोकतंत्र का स्तंभ है और आपको समाचार सामग्री के लिए उनका अपमान या धमकी नहीं देनी चाहिए। इसके बजाय आपको अपनी सोच को व्यापक बनाना चाहिए।,['Shaming'],Hate
315,A1HFJSETMNC7BF,"बहेंचो तू होता कौन है बे, जो हमसे ये पूछे हमें रहना चाहिए नहीं चाहिए।  भोसडीके कब्र में पैर लटका हुआ है, तू अपनी सोच।","कृपया अपने क्रोध पर नियंत्रण रखें। इस बात का ध्यान रखें कि अगर आप किसी को गाली देते हैं, तो हो सकता है वह पलटकर आपको गाली दे। यह किसी के लिए भला नहीं हो सकता। किसी के लिए कोई जीत नहीं है।","['Empathy', 'Warning-of-Consequences']",Offensive
958,A1HFJSETMNC7BF,নিকৃষ্ট মেয়ে থেকে ভালো কিছু আশা করা বোকামি নিকৃষ্ট মেয়েদের পতিতালয় মানাসোই আর কিছু নিকৃষ্ট পুরুষ আছে বলেই......,নিকৃষ্ট বলতে আপনি ঠিক কি বলতে চান সেটা পরিষ্কার নয়। তাও কোনো মহিলাকে পতিতালয়ে মানায় কি মানায়না সেসব না বলাই ভালো।,"['Empathy', 'Shaming']",Offensive
331,A1HFJSETMNC7BF,"ও মাগীর বেটি মাগী কুত্তার বাচ্ছা কাকে বলিস, কুত্তার বাচ্চা তুই, তোর চদ্দ গোষ্টি, সালা খানকি মাগীর পোলা না হয়তো মেয়ে, যারা মজীবরকে হত্যা করেছে, তারা এখন আওয়ামী লীগের  মন্ত্রী মেনিষ্টার এবং এমপি 🇧🇩 🇧🇩 🇧🇩 🇧🇩 🇧🇩",আপনি যদি এই ধরনের বিদ্বেষপূর্ণ বক্তব্য বলতে থাকেন তাহলে আপনার অ্যাকাউন্ট স্থগিত করা হবে।,['Warning-of-Consequences'],Offensive
1404866541707882497,A1K5CHKFJJ7IF8,हर  वो हिंदू जिसने दिल्ली में अमानतुल्लाह और उसकी पार्टी को वोट दिया रंडी की औलाद है..आज देख लो रोहिंग्या-बांग्लादेशी देश के दुश्मनों को बुला-बुला कर दिल्ली में बसा रहे हैं यह हरामी..,कृपया पहले जाँच कर ले आप क्या बोल रहे है अगर आपके आरोप गलत हुए तो आपको विकट हालात देखने पड़ सकते है।,['Warning-of-Consequences'],Hate
391,A1HFJSETMNC7BF,টুইটারে কিছু খানকি মাগিরা খারাব করেছে এই খানকি নেংটা ছবি পোস্ট করে আসলই সালি খানকি,"কেউ যদি খারাপ ছবি পোস্ট করে, তব্র আপনি সেটাকে রিপোর্ট করলে আমার মনে হয় বেশি ভালো হবে। তাতে আপনি অনেক লোকেরই সম্মতি পাবেন। কিন্তু এই রকম গালিগালাজ করলে আপনার পোষ্টটি অনেকেই এড়িয়ে যাবে।","['Affliation', 'Empathy']",Offensive
1318552671075389444,ARK4WBXJISCNB,"@bablu__kumar तेरी मां को चोदुँगा... रंडी क बच्चे.. 
मुसलमनो को तुम लड़ा रहे हो.. हिन्दू से.. 
ताकि तेरी रोटी चल सक्सेना बे कुत्ते.. 
सच तू बताएगा चमार साले... 
और सच तुझ से सीखे.. 
तू है क्या बे...","आप जैसी हिंसा को कम करना चाहते हैं, यह पोस्ट और इस तरह की भाषा बदले में हिंसा और नफरत को बढ़ावा देगी। कृपया दूसरों के प्रति अधिक सम्मानजनक बनें।","['Shaming', 'Warning-of-Consequences']",Hate
515,A1HFJSETMNC7BF,"দেহ ভোগ করতে বলেচিল আপনাকে,, আপনার মত খানকি মাগী কে একথা কেউ বলবে নাকি😂😂","তুমিও নারীর সন্তান,  তাই অন্য নারীদের কি এই রকম অকথ্য ভাষায় গালাগালি দেওয়া মানায় বলো?",['Empathy'],Offensive
110,A1HFJSETMNC7BF,ये मादरचोद इकठ्ठा हो सकते है तो हमारे लोग कहा थे? ,"भैया, सोशल मीडिया में अपशब्दों का प्रयोग करने से कोई लाभ नहीं है। बल्कि लोग आपके बारे में ही बुरा सोचेंगे।","['Empathy', 'Warning-of-Consequences']",Hate
1317797148918915074,A3G1FS1OIFEDKD,<user> <user> <user> <user> <user> <user> <user> <user> <user> #सपोर्ट_कंगना #बॉयकॉट_बॉलीवुड_इंडस्ट्री  #Terrorism_In_Madarsa #इस्लामिक_आतंकवाद #कांग्रेस_हटाओ_देश_बचाओ #मेरे_मन्दिर_मुझे_वापस_दो #बुर्का_बन_करो #boycot_big_boss #जागो_हिन्दू_जागो #बेटियो_को_दुर्गा_बनाओ_नचनिया_रंडी_नहीं #हिंदू_हिंदुस्तान #जिहाद_और_जिहादी_का_बहिष्कार,आप जैसे लोग नफरत और कट्टरता से भरे हुए हैं। आप धार्मिक असामंजस्य को भड़का रहे हैं जिसमें किसी बॉलीवुड स्टार को चोट नहीं पहुंचेगी बल्कि आम लोगों को ही चोट पहुंचेगी।,"['Shaming', 'Warning-of-Consequences']",Hate
696,A1HFJSETMNC7BF,বই বিক্রি হচ্ছে যৌনতা বিক্রি হচ্ছে,আপনি বই নিয়ে এতো জঘন্য কথা বলেন কি করে? বই বিক্রি হলে সেখানে যৌনতা নিয়ে আলোচনা টেনে আনছেন!,['Shaming'],Offensive
420,A1HFJSETMNC7BF,এই সব বেশ্যা এগুলা বলার সাহস কোথায় থেকে পায়...?ওর সামনে পাইলে জুতাপেটা করতাম খানকি।😡😡😡😡,"আপনি নিজেও একজন মহিলার সন্তান, তাই অন্য মহিলদের কি এই রকম অকথ্য ভাষায় গালাগালি দেওয়া মানায় বলুন? আসা করি আমার কথা বুঝবেন।",['Empathy'],Offensive
1359027711751016448,A1HFJSETMNC7BF,"@user ঠিক বাংলার খানকি হিন্দু মাগী , মুসলিম ধোনে তো পাগল তোমরা",আপনার পোস্ট মানুষের মধ্যে ধর্মীয় দাঙ্গা সৃষ্টি করতে পারে। আমাদের এই রকম অবমাননামূলক পোস্ট করে উচিত নয়। এতে সমাজের অগ্রগতি পিছিয়ে যায়।,"['Shaming', 'Warning-of-Consequences']",Hate
1358622201134653445,ARK4WBXJISCNB,"#लिचिंग के नाम पर रंडी रोना करने वाली देश की दलाल मीडिया,  दलाल पत्रकार,  #रचित_चौधरी की मौत पर खामोश क्यों ???
क्योंकि मारने वाले शांतिप्रिय कौम से है इसलिए और मरने वाला हिन्दू...
#justice4Rachit 
@sakshijoshii @RahmaniSufiyan @INCIndia @samajwadiparty","मैं एक हिंदू हूं। हालांकि, मुझे नहीं लगता कि मीडिया को शर्मसार करने से रचित को न्याय मिलेगा। लेकिन मैं जानता हूं कि इस तरह नफरत फैलाने से और भी कई रचित हो जाएंगे।","['Humour', 'Hypocrisy', 'Warning-of-Consequences']",Hate
830,A1HFJSETMNC7BF,"তোমার  কথা মনে হলে, ভালোবাসা নামাক অনুভূতির উপর  থুথু চিঠাতে ইচ্ছে করে ।   ইচ্ছে করে তোমার কপালে একটা সিল দিয়ে দেই পতিতা বলে।","কাউকে ভালবেসে ঠকেছেন মনে হচ্ছে, তবে এটাই বলবো ভালোবাসার ওপর আস্থা রাখুন, একদিন নিজের মনের মানুষকে ঠিক খুজে পাবেন।",['Empathy'],Offensive
1317656765220073473,A1K5CHKFJJ7IF8,<user> <user> <user> <user> अबे रंडी के किस हिंदू ने तेरे बीबी चोदी ? इतना क्यूँ गांड फूला रहा है । तूझे तो सरीया चाहिए मादरचोद और कुछ नही । 😡😡😡 साला मादरचोद हिंदू पी एम तुझे कैसे लगेगा? मादरचोद तुझे तो पप्पू खान चाहिए । 😡😡😡,पी एम राष्ट्र का प्रतिनिधि होता है।  ऐसे शब्द इस्तेमाल न करे।,"['Shaming', 'Warning-of-Consequences']",Hate
871,A1HFJSETMNC7BF,পতিতালয় বন্ধ হওয়াতে পতিতা গুলা এদিকে ওদিকে চিটিয়ে চাটিয়ে পডছে...আপনারা সবাই সাবধানে তাকবেন সুযোগ পেলে টুইটারেও কাজ করিয়ে পেলতে পারে.....,"আচ্ছা, একটা প্রশ্ন, আপনি যে দেহব্যবসায়ীদের কথা বলছেন, তাদের এই ব্যবসা চলছে কি করে? ব্যবসা তো দুপক্ষের হয়। একদিকে যদি এরা থাকে অন্যদিকে কে? ভেবে দেখুন। তার পর কথা বলবেন।",['Shaming'],Offensive
435,A1HFJSETMNC7BF,"খানকি মাগি তোর গুদে কি হীরা লাগানো আছে? চুতমারানি তোকে গ্রুপ সেক্স করতে হবে,  তবেই বুঝতে পারবি।",আপনি ভদ্র ভাবে কথা বলুন। আর আপনার নিজের নোংরা মনবাসনা অন্যের ওপর চাপানো বন্ধ করুন।,['Shaming'],Offensive
1351196131783487488,A1DVIFCAZGUR0N,चार्ली हेब्दो पर काहे नहीं कुछ बनाने की वकालत करते हो इस्लाम पर भी कभी बनाये ये लोग क्या इनको सिर्फ हमारे हिन्दू के देवी देवता दिखते हैं और तुम जैसे लोग का भी रंडी रोना तब ही शुरू होता है जब हम हिन्दू अपनी सही लड़ाई लड़ना शुरू करते हैं ।अपनी काली जवान से काली बातें बंद करो। https://t.co/TvfMaOn5ug,"कुछ लोगों का मकसद सिर्फ सामने वाले को रोकने से होता है, भले ही उससे उनका कोई फायदा ना हो रहा हो, हमे ऐसे लोगों से प्रभावित नहीं होना चाहिए और उन्हें नज़रअंदाज़ करना चाहिए।",['Affliation'],Normal
1337401753264742400,A1K5CHKFJJ7IF8,<user> <user> और तेरी बहन की कौन-कौन कटवा ले रहा है तो बताना तो विक्रम साले तू है तू हिंदू है साले रंडी की औलाद,किसी की बहन के बारे में ऐसे वाक्य बहुत ही अनुचित है सब को अपने अनुसार जीने का हक़ है। अगर किसी की बहन को दूसरे धर्म के लोग से प्रेम है तो आपको ऐसा बोलने का अधिकार नहीं है।,['Shaming'],Hate
1351264611094282240,ARK4WBXJISCNB,"@aliabbaszafar हिन्दू दर्शक तेरी मां बहन बेटी उसी तरह चोदना चाहते हैं, जैसे @PrimeVideoIN वाले दिखाते हैं,भोंसड़ी के रंडी की औलाद,अगर सच में किसी हिन्दू ब्राह्मण द्वारा किए गए हलाला से तू पैदा नहीं हुआ है, तो उस डाकिए पर भी कोई मूवी बना जिसके सामने रोज5 अपना पिछवाड़ा पेश करता है",ये टिप्पणियां आपके द्वारा वर्णित घृणित और आहत व्यक्ति के साथ आपके द्वारा साझा की जाने वाली निकटता को दर्शाती हैं। मुझे आशा है कि आप समझते हैं कि अभिव्यक्ति की स्वतंत्रता एक मौलिक अधिकार है और मैं इसके लिए आपके समर्थन की सराहना करता हूं।,"['Empathy', 'Shaming']",Hate
1395720145612382219,A1DVIFCAZGUR0N,"@mumbaikkar @Anjana_Modi_ @tanyapandit1999 @IncNobody @Amrk93 @PurshottamDave @bkarwadiya @Jalebi_Bai_ @babamastram @Roflarman2 क्या इस देश में एक हिंदू , रंडी रोना भी नहीं कर सकता , https://t.co/arYFuv6Un7",हमारा देश एक स्वतंत्र देश है और आपको जो सही लगे कर सकते को जबतक वो कानून के अंदर है।,['Affliation'],Normal
105,A1HFJSETMNC7BF,তোর মা খানকি তাই অন্য কে খানকি বলিশ,অন্য কেউ গালি দিলেই যে আপনাকে গালি দিতে হবে তা নয়। মনে রাখবেন আপনি একজন ভালো মানুষ। তাই অন্য কেও গালি দিলেও আপনি দেবেন না।,"['Affliation', 'Empathy']",Offensive
1377263915130757121,A192KQDPFF4HN1,@rohanrgupta अबे चूतिये देशद्रोही कांग्रेसी पप्पू मंदिर क्यों गया मादरचोद सूअर की औलाद लड़की छेड़ने हिन्दू तो मंदिर में लड़कियों को छेड़ने जाते हैं ये अपनी अम्मी को छेड़ने गया था क्या मादरचोद तु भी हिन्दू है तु खुद अपनी लड़की छेड़ता साले मादरचोद चूतिये कांग्रेसी आ थू आ थू आ थू,"हर तरफ जब मर्द को गुस्सा आता है, वो दूसरे के घर की औरतों को ही क्यों गालियां देता है ? अगर तुम चाहते हो तुम्हारी बात और तुम्हारे चरित्र का मज़ाक न बनाएं, तो ऐसी भाषा का प्रयोग मत किया करो।","['Shaming', 'Warning-of-Consequences']",Offensive
198,A1HFJSETMNC7BF,"@taslimanasreen  তরায়ে জুতা দিয়া বাড়াইয়া কপালের চাড়া ফাটায়ে ফেলা দরকার।তুই নর্দমার কীট ছিলি,এখনও আছিস আর ভবিষ্যতেও থাকবি।তুই ইবলিশের চেয়েও বড় শয়তান,সেকুলারিজম এর বেশে ইসলামবিদ্বেষী মনোভাব দেখাস।এখন মনে হয় ভারত থেকে বিতাড়িত হয়ে ইংল্যান্ডে এসাইলাম খোঁজার চেষ্টা করতেছিস,সেজন্য এই শয়তানি","অযথা উত্তেজিত হবেন না, দয়া করে মাথা ঠাণ্ডা করুন। ভালো থাকবেন।",['Empathy'],Offensive
3989,A1DVIFCAZGUR0N,"खून का रंग सबका लाल होता हैं,
हिंदू मरे तो सब मौन मुसलमान मरे तो बवाल ऐसा भेदभाव क्यों 🤔❓

#CBIForPalgharLynching","बिलकुल सही बात है भाई, हमारे देश का कानून सबके लिए बराबर होना चाहिए, हिन्दू हो या मुसलमान और अगर ऐसा नहीं है तो यह बिलकुल गलत है और हमे इसके खिलाफ आवाज़ उठानी चाहिए लेकिन सही जगह जाके, ना ही किसी सोशल मीडिया साइट पर।",['Affliation'],Normal
1291340857732296705,A1HFJSETMNC7BF,@AnimeshBalagarh @KartikK84430304 @MamataOfficial ভাগ শালা কাংলাদেশি ।।।।,আপনার বক্তব্য বাংলাদেশের জন্য অপমানজনক। পোস্ট সংশোধন করুন।,['Shaming'],Hate
826,A1HFJSETMNC7BF,"ওরা তো পতিতা হয়,ধর্ষিতা হয় না।",তোমার মানসিকতা দেখে আমার তোমার জন্য খারাপ লাগছে।,['Empathy'],Hate
486,A1HFJSETMNC7BF,"মাইর তো খাবেই,কারন তর মতো মেয়েদের যে চুদে রাস্তা ঘাটে,তাও রায়হান হয়ে,,রায়হানের চুদা তর কাছে এতো মজা লাগে কেনো,রায়হানের ধনটা কি বেশী মোটা,","গালাগালি দিয়ে কথা বলার মধ্যে কোনো বীরত্ব নেই, বরং সম্মান দিয়ে কথা বললে আপনারও সম্মান বাড়বে।",['Empathy'],Offensive
2045,ARK4WBXJISCNB,@ArjunSi78048480 अबे सालो अपने कोई दलाल कभी कुछ बड़वा कहते रहोगे तो फिर साला जीत पाओगे तुम लोग जो है हैं अपनी इंसान को कभी गलत गलत कहते रहते हैं शर्म कर लो शर्म थोड़ी सी अपने समाज को इसलिए वक्त देता हूं समझ गए,अगर कोई किसी की आलोचना करता है तो इसका मतलब यह नहीं है कि आप गाली देते हैं। बिना अपमान किए अपने सुझाव देना बेहतर है। कृपया ऑनलाइन टिप्पणी करते समय अधिक सावधान रहें।,"['Empathy', 'Shaming']",Hate
223,A1HFJSETMNC7BF,"কবে নিবিরে গুদ মারানি?তুই এসব legal টিগাল বলে কি আমাকে block করে দিবি নাকিরে খানকি?2রা মে পর তোর গ্যাঁড় ফাটাবো।শোনরে বোকাচোদা,এগুলো cyber crimeএর মধ্যে পড়ে কিনা আগে salt lake cyber crime office এ খোঁজ নে।😂  আর এতগুলো বালের reply দিসরে কেনরে হারামির বাচ্ছা?","ভোটের সময় বহু মানুষ রাজনৈতিক দলের সমর্থন করতে গিয়ে, অনেক নোংরামি করে ফেলেন। এত বাড়াবাড়ি করা ঠিক নয়।",['Empathy'],Offensive
1405199665113354240,A1DVIFCAZGUR0N,"कमिने भीख भी भारत के नाम पर मंगते हैं।
सोचो कंही ऐसा कोई हिन्दू संगठन करता तो अब तक रंडी रोना हो जाता पर ये खबर अब तक किसी चैनल पर देखी ??
इसे जिहादी मानसिकता कहे या आतंकी फितरत ,
मानवता के नाम पर कोरोना काल मे सहायता के नाम पर दान जुटा कर आतंकवादी संगठनों को दे दिया -
Contd2 https://t.co/bYpFpgX7MF","आपकी बातों से हम सहमत हैं लेकिन ऐसे पब्लिक प्लेटफार्म पे यह सब लिखने से सिर्फ आखरोश और क्रोध पैदा होता है जो की कोई बड़ा रूप ले सकता है, कृपया अपने शब्दों को आराम से प्रयोग करें।",['Warning-of-Consequences'],Normal
206,A9J41F0FTR2R7,"তাসলিমা আমার বাড়ির কুত্তা তোক চুইদা তোর ভোদা ফাটাইবো খানকি,,,তোর কালা পুটকি চুইদা ধলা বানাইবো,, কুত্তার চোদা খাইয়া ভালোই মজা পাবি","লেখক তাসলিমার জন্য আপনার এই মন্তব্য বুঝিয়ে দিছে যে আপনি ওনার  কর্মে খুশি নন কারণ আপনি নিজে কোনো মহিলাকে সন্মান ,যথাযথ অধিকার দিতে জানেন না কিন্তু উনি সফল এই কর্মে তাই আপনার ক্ষোভ শুধু কিছু কু-শব্দের দ্বারা প্রকাশ পাছে।আপনি যদি ওনার মত একটু হলেও শিক্ষিত হতেন তাহলে আপনি এই ধরণের মন্তব্য কখনই করতে পারতেন না।",['Shaming'],Hate
1289618848761516033,A1HFJSETMNC7BF,@MDFOZLERABBI16 দিনদিন মালাউনদের আসল চেহারা ফুটে উঠতে শুরু করেছে।,"মনে রাখবেন, আপনার পোস্ট আপনার বন্ধু এবং পরিবার সহ অনেক লোক দেখছে। তারা যদি দেখে যে আপনি সোশ্যাল মিডিয়ায় এমন বিশ্রী পোস্ট করেছেন, তাহলে তাদের সামনে আপনার মর্যাদা থাকবে?","['Empathy', 'Warning-of-Consequences']",Hate
590,A1HFJSETMNC7BF,তোর  মত  বড়  মাইয়া  আরব  দেশের  মহিলাদের  পেট  থেকে  বের  হয়  খানকি  মাগি  বেস্যা,"আপনি কোনো দেশকে তুলে গালিগালাজ করার আগে ভাবুন, কি করতে চলেছেন। আপনি এখন একটা ঝগড়া বিবাদ সৃষ্টি করার চেষ্টা তে আছেন। সোশ্যাল মিডিয়া দূষিত করার চেষ্টা করছেন।",['Warning-of-Consequences'],Hate
498,A1HFJSETMNC7BF,আরে ওতো খানকি পারার মাইয়া নাহলে এরোকম করতে পারতো,"অকারনে কাউকে এইরকম অশ্লীল ভাবে গালি দেওয়া মোটেই ঠিক নয়। আপনার চাকরির খেত্রেও সমস্যা হতে পারে, যদি তারা আপনার এই রকম মন্তব্য দেখতে পায়।",['Warning-of-Consequences'],Offensive
731,A1HFJSETMNC7BF,পেশায় এরা পতিতা তাই এমন করে....একজনের স্পর্শ তাদের মন ভরে না চায় অনেক পুরুষের ছোঁয়া।,মহিলাদের নিয়ে আপনার এই মুখের  ভাষা সমাজের কাছে গ্রহন যোগ্য নয় এবং আপনার সম্মান ও এই রকম কটু উক্তিতে বাড়বে না।   শ্রদ্ধাশীল হন।,"['Empathy', 'Warning-of-Consequences']",Hate
413,A1HFJSETMNC7BF,"Apropos of nothing, साले हरामखोर सुअर के बच्चों. कीड़े पड़ें तुमको.","मेरे प्रिय मित्र, लोगों से विनम्रता से बात करो। दूसरों को नीचा दिखाने से आपको जीवन में कुछ हासिल नहीं होगा।",['Empathy'],Hate
1323254126596280321,A1DVIFCAZGUR0N,@manakgupta कल जब कोई हिन्दू सैर मस्जिद में माता रानी के भजन या हनुमान चालीसा का पाठ करे तो फिर रंडी रोना रोने लगेंगे ये BSDK,"सबका ध्यान रखने वाला एक ही है, मंदिर मस्जिद हमने बनाये हैं, और अब हम ही उसकी वजह से लड़ रहे हैं और तनाव पैदा कर रहे हैं, हमे इसे जल्द से जल्द दूर करना होगा।",['Shaming'],Normal
1321236885138755585,A1K5CHKFJJ7IF8,<user> अबे भूखे नंगे गांड़ू अगर एक बार मुझे मिल लेगा तो तेरी तो वैसे ही फट जायेगी। अपनी घरवाली और मां बहन बेटियों से रंडीखाना चलवाकर उसकी कमाई खाना अच्छी बात नहीं है। और न ही गांड़ मरवाने की कमाई खाना अच्छी बात है। योगी जी की गऊ शाला से पंचगव्य खायाकर कुछ अक्ल आ जायेगी फर्जी हिन्दू।😁,किसी की कमाई खाना किसी भी सन्दर्भ में ठीक नहीं है।  पर इस प्रकार की अशभ्य भाषा का उपयोग भी सही नहीं है। इस प्रकार की भाषा आपकी दूसरे की माँ बहन के लिए हिन् भावना दिखाती है।,"['Hypocrisy', 'Shaming', 'Warning-of-Consequences']",Hate
1318552671075389444,A1DVIFCAZGUR0N,"@bablu__kumar तेरी मां को चोदुँगा... रंडी क बच्चे.. 
मुसलमनो को तुम लड़ा रहे हो.. हिन्दू से.. 
ताकि तेरी रोटी चल सक्सेना बे कुत्ते.. 
सच तू बताएगा चमार साले... 
और सच तुझ से सीखे.. 
तू है क्या बे...","हम तुम्हारे गुस्से को समझ सकते हैं लेकिन जिस भाषा का तुम प्रयोग कर रहे हो वो आपत्तिजनक हैं, उसपे अपना नियंत्रण रखो।",['Affliation'],Offensive
314,A1HFJSETMNC7BF,@kaziimtiaz2  এখানে কষ্ট লাগে একটা নাস্তিক খানকি জেনে ও মানুষ তারে ফলো দিয়ে রাখে কি বুজে।,"কেউ নাস্তিক হলে তাকে কেউ ফলো করবেনা, একথা আপনার কেন মনে হয়? কেউ নাস্তিক তার মানে এটাও হতে পারে, যে তার চিন্তা ভাবনা মানুষকে প্রভাবিত করে। আপনার মত গালিগালাজ করেনা।","['Hypocrisy', 'Shaming']",Offensive
213,A1HFJSETMNC7BF,"কিরে খানকি ? গর্তে ঢুকে পড়েছিস ল্যাওড়া ? তুই কেমন হিজড়ে রা, এখনো তো legal step লিনিনি আর তোর মারে ছুদি ছুদি পোয়াতি করে দিলাম ? তুই কি বহিরাগত , কেন্দ্রীয় পেট্রোলিয়াম মন্ত্রী , দেবেন্দ্র প্রধান এর আত্মীয় রাআ?  😂","আপনি কি জানেন আপনি এইরকম অশালীন ভাষায় গালমন্দ করার জন্য, আপনার বিরুদ্ধে আইনি পদক্ষেপ নেওয়া যেতে পারে।",['Warning-of-Consequences'],Offensive
935,A1HFJSETMNC7BF,ওর মতন মহিলারে বাংলাদেশের জোয়ান ছেলে যেগুলো আছে না সবগুলো দিয়ে চুদলে ভালো হবে এছাড়া ওর জীবনে কখনো ভালো হবে না  ওই পতিতা মরলে জানেজা দেওয়া লাগবে বাউল দিয়ে।,আপনার কথা শুনে খুবই দুঃখ পেলাম। আমাদের তরুন প্রজন্ম আপানর এই কথা শুনে ভুল পথে চালিত হতে পারে।,['Warning-of-Consequences'],Offensive
208,A9J41F0FTR2R7,আমরা চোদনে expart ! আমি কেমন চুদি তোর মাকে জিঞ্জাসা কর রে বেতো খানকি 😂,আপনি উক্ত ব্যক্তি কে তার মা নিয়ে কুরুচিকর শব্দ ব্যবহার করছেন কেউ এই অপমান যদি আপনাকে নিয়ে করতো আপনার কি ভালো লাগতো? একটু ভেবে দেখবেন তাহলে আর এইধরণের মন্তব্য করতে পারবেন না আশা করি।,['Shaming'],Hate
hi_hasoc_2021_5651,ARK4WBXJISCNB,"लालु जैसे बाल्टी में दूध बेचने वाले नेता,  ""तब"" बनते हैं जब"" उनके पीछे ""शहाबुद्दीन"" जैसा  शेर होता है!🔥 #JusticeForShahabuddin","यदि आप किसी को पसंद नहीं करते हैं और आपके कुछ विचार हैं, तो आपके द्वारा अपनाए गए घृणित और अपमानजनक लहजे से बेहतर तरीके हैं उन्हें व्यक्त करने का। यह अधिक नुकसान करता है और अच्छा नहीं। कृपया अपना स्वर बदलें।","['Shaming', 'Warning-of-Consequences']",Hate
480,A1HFJSETMNC7BF,খানকি মাগি তোর পুক্কি মারবো আমি   জাপানি তেল দিয়া।,আপনার মানসিকতা অতীব জঘন্য। ছিঃ।,['Shaming'],Offensive
1360267056017416194,A1DVIFCAZGUR0N,#TanzilaAnis जैसी वेश्या सूअर छाप मानसिकता की शिकार अव #RinkuSharma की #moblynching को राजनैतिक रंग से रही है और हर हिन्दू के लिए केसे गंदे शब्दों का उच्चारण कर रही है। #जेहादी_वेश्या_तंजिला_अनीस https://t.co/MxjwfGdx4Y,"शांत हो जाओ भाई और अपने भावनाओं पे नियंत्रण रखो, हमे दूसरों की हरकतों से सीख लेकर अपना काम करना चाहिए, इसमें ही भलाई है वरना इससे गुटों में तनाव बढ़ सकता है।","['Empathy', 'Warning-of-Consequences']",Normal
1386992705717215232,ARK4WBXJISCNB,@Mahendr27832564 @RakeshTikaitBKU @ANI @PTI_News @newsclickin @OfficialBKU @LabourMinistry @BJP4India तेरी बहन की चूत्त भोसडीके साले बीजेपी के भड़वे गांड़ में लेगा हिन्दू को जब बचेगा है नहीं करोना और भूखमरी से मादरचोद की औलाद तेरी मां जाती है क्या मोदी के नीचे जो बीजेपी के गुण गाते हो डूब मरो सालो गांडऊ,मैं भाजपा का समर्थक नहीं हूं लेकिन यह पढ़कर मैं बहुत निराश हूं। मैं पसंद नहीं करूंगा अगर कोई उस राजनीतिक दल से ऐसा कहे जिसका मैंने समर्थन किया है। अगर हम सम्मान चाहते हैं तो दूसरों का सम्मान करना चाहिए।,"['Affliation', 'Hypocrisy']",Hate
