ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes,hatespeech_trans,counterspeech_trans,hatespeech_transBack,counterspeech_transBack
969,A9J41F0FTR2R7,রোজার মাসে নেংটা হয়ে কি লাভ মানুষ তোকে লাইক করবেনা বেশ্যা মাগি,রোজার মাস ছাড়া অন্য মাসে নোংরামি করলে মাফ। তাই তো? মানুষকে সম্মান দিতে শিখুন।,['Shaming'],Hate,"रमजान के महीने में, क्या लाभ लोग आपको पसंद नहीं करेंगे।","मुझे माफ करना, अगर आपको रोजर के महीने को छोड़कर एक और महीने में गड़बड़ है। इसलिए? लोगों का सम्मान करना सीखें।",রমজান মাসে লোকেরা আপনাকে পছন্দ করবে না।,"আমাকে ক্ষমা করুন, যদি আপনার রজার মাস বাদে অন্য মাসে কোনও জগাখিচুড়ি থাকে। এই জন্য? মানুষকে সম্মান করতে শিখুন।"
969,A9J41F0FTR2R7,রোজার মাসে নেংটা হয়ে কি লাভ মানুষ তোকে লাইক করবেনা বেশ্যা মাগি,রোজা ইসলাম দের পবিত্র উৎসব ।আপনার মন্তব্য শুনে মনে হচ্ছে আপনিও ইসলামী তা আপনি এই ধর্মালম্বী হয়ে এই ধরণের নোংরা শব্দ কেন ব্যবহার করে একজন মহিলা কে অসম্মান করছেন।,['Humour'],Hate,"रमजान के महीने में, क्या लाभ लोग आपको पसंद नहीं करेंगे।","उपवास इस्लाम का पवित्र त्योहार है। आपकी टिप्पणी को सुनकर, ऐसा लगता है कि आप इस्लामी हैं, आप इस तरह के गंदे शब्द का उपयोग करके एक महिला का अनादर कर रहे हैं।",রমজান মাসে লোকেরা আপনাকে পছন্দ করবে না।,"উপবাস ইসলামের পবিত্র উত্সব। আপনার মন্তব্য শুনে, মনে হয় আপনি ইসলামী, আপনি এমন নোংরা শব্দ ব্যবহার করে কোনও মহিলাকে অসম্মান করছেন।"
766,A1HFJSETMNC7BF,সব শালী ভারতের পতিতা,আপনি মহিলাদের গালিগালাজ করছেন। সাথে একটা দেশের নাম নিয়ে কুৎসা রটাচ্ছেন।,['Shaming'],Hate,सभी शाली भारत की वेश्या है,"आप महिलाओं को गाली दे रहे हैं। किसी देश के नाम के साथ, आप चिल्ला रहे हैं।",সমস্ত শালি ভারতের পতিতা,"আপনি মহিলাদের গালি দিচ্ছেন। একটি দেশের নাম সহ, আপনি চিৎকার করছেন।"
766,A1HFJSETMNC7BF,সব শালী ভারতের পতিতা,নিজেকে শান্ত করুন। আপনার এই কথার জন্য মানহানির মামলা হতে পারে আপনার ওপর।,"['Empathy', 'Warning-of-Consequences']",Hate,सभी शाली भारत की वेश्या है,अपने आप को शांत करो। आप अपने लिए मानहानि का मामला हो सकता है।,সমস্ত শালি ভারতের পতিতা,নিজেকে শান্ত. আপনি নিজের জন্য একটি মানহানির মামলা হতে পারেন।
971,A9J41F0FTR2R7,"বেশ্যা এক্সপ্রেস কাকে বলে?  নিম্নোক্ত   (১) যে নারী মিথ্যামামলা দেয়  (২)পরকিয়া করে  (৩) ফিগার ঠিক রাখতে সন্তানকে স্তন পান করায় না।  (৪) শশুর-শাশুরীকে বাড়ি থেকে বের করানোর চেষ্টা করে বা বাড়ি থেকে বের করে দেয়।   (৫)স্বামীর উপর অমানবিক নির্যাতন করে, বিশেষ করে মানসিক নির্যাতন করে।","মহিলাদের তাদের খারাপ কাজের ভিত্তিতে, এমন শ্রেণীবিভাগ করে ভাগ করেছেন। ভালো কথা। তাদের বেশ্যা বলা ঠিক হবে না, কারণ এর মধ্যে একটাও বেশ্যাবৃত্তি নয়।",['Shaming'],Hate,"वेश्या एक्सप्रेस क्या है? निम्नलिखित (1) महिला जो झूठी (2) एलियन (1) देती है, बच्चे को फिगर को ठीक रखने के लिए स्तनपान नहीं करती है। (३) ससुर घर से बाहर निकलने या घर से बाहर निकलने की कोशिश करता है। (३) पति अमानवीय रूप से अत्याचार करता है, विशेष रूप से मानसिक यातना।","महिलाओं ने अपने बुरे कामों के आधार पर इस तरह के वर्गीकरण साझा किए। अची बात है उनकी वेश्या कहना उचित नहीं होगा, क्योंकि यह वेश्या नहीं है।","বেশ্যা এক্সপ্রেস কী? নিম্নলিখিত (1) মহিলা যিনি মিথ্যা (2) এলিয়েন (1) দেন, তারা চিত্রটি ঠিক রাখতে বাচ্চাকে বুকের দুধ খাওয়ান না। (৩) বাবা -লু বাড়ি থেকে বেরিয়ে যাওয়ার বা বাড়ি থেকে বেরিয়ে আসার চেষ্টা করে। (৩) স্বামী অমানবিক, বিশেষত মানসিক নির্যাতনকে নির্যাতন করে।","মহিলারা তাদের মন্দ কাজের উপর ভিত্তি করে এই জাতীয় শ্রেণিবিন্যাস ভাগ করে নিয়েছিলেন। তাদের পতিতা বলা ভাল জিনিস, কারণ এটি বেশ্যা নয়।"
971,A9J41F0FTR2R7,"বেশ্যা এক্সপ্রেস কাকে বলে?  নিম্নোক্ত   (১) যে নারী মিথ্যামামলা দেয়  (২)পরকিয়া করে  (৩) ফিগার ঠিক রাখতে সন্তানকে স্তন পান করায় না।  (৪) শশুর-শাশুরীকে বাড়ি থেকে বের করানোর চেষ্টা করে বা বাড়ি থেকে বের করে দেয়।   (৫)স্বামীর উপর অমানবিক নির্যাতন করে, বিশেষ করে মানসিক নির্যাতন করে।",আপনার মন্তব্য দেখে বোঝা যাচ্ছে আপনার মহিলাদের প্রতি ক্ষোভ প্রচুর।প্রথমত একজন মহিলা কে দিয়ে আপনি সমস্ত মহিলাদের বিচার করা বন্ধ করুন। পরকীয়া মহিলারা একজন পুরুষদের সাথেই করে তাই সেই পুরুষও সমান দোষী ।৩নং  মন্তব্য মানতে পারলাম না তাও যদি কোনো মহিলা করে থাকে তাহলে সে  হয়ত মাতৃত্ব বোঝেনা । চতুর্থ মন্তব্য শুধু  শশুর শাশুড়ি নয় এরকম অনেক বাড়ি আছে যেখানে গৃহবধূ রা থাকতে পারেনা তাদেরকেই ঘর ছাড়তে হয়  এটা সম্পূর্ণ শশুর শাশুড়ি তাদের সন্তানদের মানসিকতা মানবিকতা এর উপর নির্ভর করে। অনেক মহিলা এরকম হয়ে থাকে কু মনোভাবের  তাদের  জন্য চিকিৎসা দরকার ।কিন্তু তা বলে আপনি সমস্ত মহিলাদের  অসম্মান করতে পারেন না।,"['Empathy', 'Hypocrisy']",Hate,"वेश्या एक्सप्रेस क्या है? निम्नलिखित (1) महिला जो झूठी (2) एलियन (1) देती है, बच्चे को फिगर को ठीक रखने के लिए स्तनपान नहीं करती है। (३) ससुर घर से बाहर निकलने या घर से बाहर निकलने की कोशिश करता है। (३) पति अमानवीय रूप से अत्याचार करता है, विशेष रूप से मानसिक यातना।","आपकी टिप्पणी से पता चलता है कि आपकी महिलाएं परेशान हैं। सबसे पहले, आपको सभी महिलाओं को एक महिला के साथ न्याय करना बंद कर देना चाहिए। विदेशी महिलाएं एक पुरुष के साथ करती हैं, इसलिए पुरुष समान रूप से दोषी है। अगर मैं टिप्पणी को स्वीकार नहीं कर सकता, तो वह मातृत्व को नहीं समझ पाएगा। चौथी टिप्पणी केवल एक माँ -न -से नहीं है, लेकिन ऐसे कई घर हैं जहां गृहिणी घर नहीं रह सकती है। कई महिलाओं को उनके लिए इलाज की आवश्यकता है। लेकिन यह कहना है कि आप सभी महिलाओं का अनादर नहीं कर सकते।","বেশ্যা এক্সপ্রেস কী? নিম্নলিখিত (1) মহিলা যিনি মিথ্যা (2) এলিয়েন (1) দেন, তারা চিত্রটি ঠিক রাখতে বাচ্চাকে বুকের দুধ খাওয়ান না। (৩) বাবা -লু বাড়ি থেকে বেরিয়ে যাওয়ার বা বাড়ি থেকে বেরিয়ে আসার চেষ্টা করে। (৩) স্বামী অমানবিক, বিশেষত মানসিক নির্যাতনকে নির্যাতন করে।","আপনার মন্তব্যটি দেখায় যে আপনার মহিলারা বিরক্ত। প্রথমত, আপনার সমস্ত মহিলার কাছে কোনও মহিলার প্রতি ন্যায়বিচার করা বন্ধ করা উচিত। বিদেশী মহিলারা একটি পুরুষের সাথে করেন, তাই লোকটি সমানভাবে দোষী। আমি যদি মন্তব্যটি গ্রহণ করতে না পারি তবে তিনি মাতৃত্ব বুঝতে পারবেন না। চতুর্থ মন্তব্যটি কেবল একজন মা -এর কাছ থেকে নয়, এমন অনেক বাড়ি রয়েছে যেখানে গৃহবধূ বাড়িতে থাকতে পারে না। অনেক মহিলার তাদের চিকিত্সা প্রয়োজন। তবে এটি বলার অপেক্ষা রাখে না যে আপনি সমস্ত মহিলাকে অসম্মান করতে পারবেন না।"
768,A9J41F0FTR2R7,বাংলাদেশে যত নারীবাদী মেয়ে নামে পতিতা আছে তার অর্ধেক জম্ম দিয়েছে রেন্ডির সাহায্যের জম্ম নেওয়া ৭১ টিভির চ্যানেল টা।,"আপনি একটা চ্যানেল পছন্দ করেন না, বুঝলাম। তাতে যদি কোনো অরুচিকর কিছু দেখানো হয়, আপনি রিপোর্ট করতে পারেন। এইভাবে গালিগালাজ করে কোনো সমাধান হবে না।",['Shaming'],Hate,रैंडी ने बांग्लादेश में नारीवादी लड़की का आधा हिस्सा दिया है कि बांग्लादेश में एक वेश्या है।,"आपको एक चैनल पसंद नहीं है, मैं समझता हूं। अगर इसमें कुछ दिखाया गया है, तो आप रिपोर्ट कर सकते हैं। इस तरह, गाली देकर कोई समाधान नहीं होगा।",র্যান্ডি বাংলাদেশে অর্ধেক মহিলা মেয়েকে দিয়েছেন যে বাংলাদেশে বেশ্যা রয়েছে।,"আপনি চ্যানেল পছন্দ করেন না, আমি বুঝতে পারি। এতে যদি কিছু প্রদর্শিত হয় তবে আপনি প্রতিবেদন করতে পারেন। এইভাবে, গালি দিয়ে কোনও সমাধান হবে না।"
768,A9J41F0FTR2R7,বাংলাদেশে যত নারীবাদী মেয়ে নামে পতিতা আছে তার অর্ধেক জম্ম দিয়েছে রেন্ডির সাহায্যের জম্ম নেওয়া ৭১ টিভির চ্যানেল টা।,আপনি মহিলাদের সন্মান দিতে জানেন না বুঝলাম কিন্তু তা বলে আপনি একটা টিভি চ্যানেল কেও অসম্মান করবেন আপনার পছন্দ না হতেই পারে কিন্তু তা বলে আপনি এই ধরণের মন্তব্য করতে পারেন না।,['Shaming'],Hate,रैंडी ने बांग्लादेश में नारीवादी लड़की का आधा हिस्सा दिया है कि बांग्लादेश में एक वेश्या है।,"आप नहीं जानते कि महिलाओं को कैसे सम्मानित किया जाए, लेकिन आप एक टीवी चैनल का अनादर करेंगे जिसे आप इसे पसंद नहीं कर सकते हैं, लेकिन आप टिप्पणी नहीं कर सकते।",র্যান্ডি বাংলাদেশে অর্ধেক মহিলা মেয়েকে দিয়েছেন যে বাংলাদেশে বেশ্যা রয়েছে।,"আপনি কীভাবে মহিলাদের সম্মান করবেন তা জানেন না, তবে আপনি এমন একটি টিভি চ্যানেলকে অসম্মান করবেন যা আপনি এটি পছন্দ করতে পারবেন না, তবে আপনি মন্তব্য করতে পারবেন না।"
974,A1HFJSETMNC7BF,পঁচে যাওয়া একটা বেশ্যা...,আপনার মন্তব্য অবান্তর। কাউকেই বেশ্যা বলা ঠিক নয়।,['Shaming'],Offensive,एक विघटित वेश्या ...,आपकी टिप्पणियां असंगत हैं। किसी को वेश्या कहना सही नहीं है।,একটি বিচ্ছিন্ন পতিতা ...,আপনার মন্তব্যগুলি বেমানান। কাউকে বেশ্যা বলা ঠিক নয়।
974,A1HFJSETMNC7BF,পঁচে যাওয়া একটা বেশ্যা...,"মেয়েরা কোনো সবজি নয়, যে পচে যাবে, ভালো ভাবে কথা বলুন, সোশ্যাল মিডিয়ার পরিবেশ নষ্ট করবেন না।",['Warning-of-Consequences'],Offensive,एक विघटित वेश्या ...,"लड़कियां सब्जियां नहीं हैं, जो विघटित होंगी, अच्छी तरह से बात करेंगी, सोशल मीडिया के माहौल को बर्बाद न करें।",একটি বিচ্ছিন্ন পতিতা ...,"মেয়েরা শাকসব্জী নয়, যা বিচ্ছিন্ন হয়ে যাবে, ভাল কথা বলবে, সোশ্যাল মিডিয়া পরিবেশকে নষ্ট করবে না।"
771,A1HFJSETMNC7BF,তুমিও তো একটা পতিতা।  তুমিও তো একটা পর্ণ নায়িকা।,পর্ন নায়িকা ও পতিতা সমান নয়। এমন অনেক দেশেই পর্ন আইনত। কিন্তু কাউকে পতিতা বলা ঠিক নয়।,"['Hypocrisy', 'Shaming']",Offensive,आप एक वेश्या भी हैं। आप एक पोर्न नायिका भी हैं।,"अश्लील नायिका और वेश्या समान नहीं हैं। ऐसे कई देशों में, पोर्न कानूनी रूप से है। लेकिन किसी को वेश्या कहना सही नहीं है।",আপনিও বেশ্যা। আপনিও একজন পর্ন নায়িকা।,পর্ন নায়িকা এবং পতিতা এক নয়। এই জাতীয় অনেক দেশে পর্ন আইনত। তবে কাউকে বেশ্যা বলা ঠিক নয়।
771,A1HFJSETMNC7BF,তুমিও তো একটা পতিতা।  তুমিও তো একটা পর্ণ নায়িকা।,"অহেতুক মহিলাদের উল্টোপাল্টা কথা বলবেন না, এতে সমাজের কাছে খারাপ বার্তা পৌঁছাবে।",['Warning-of-Consequences'],Offensive,आप एक वेश्या भी हैं। आप एक पोर्न नायिका भी हैं।,"अनावश्यक महिलाओं की विपरीत महिलाओं से मत बोलो, यह समाज को एक बुरा संदेश देगा।",আপনিও বেশ্যা। আপনিও একজন পর্ন নায়িকা।,"অপ্রয়োজনীয় মহিলাদের বিপরীত মহিলাদের সাথে কথা বলবেন না, এটি সমাজকে একটি খারাপ বার্তা দেবে।"
773,A9J41F0FTR2R7,@Eva_Rahman_   এই এক পতিতা আছে সবার লোড়া দেখতে চায়।,গালিগালাজ বন্ধ করে কথা বলুন। এগুলো কি ভাষা!,['Shaming'],Hate,@EVA_RAHMAN_ यह एक वेश्या चाहता है कि हर कोई देखना चाहता है।,गाली देने से रोकने के लिए बात करें। ये भाषाएँ क्या हैं!,@Eva_rahman_ এটি এমন একটি পতিতা যা প্রত্যেকে দেখতে চায়।,আপত্তি বন্ধ করতে কথা বলুন। এই ভাষা কি!
773,A9J41F0FTR2R7,@Eva_Rahman_   এই এক পতিতা আছে সবার লোড়া দেখতে চায়।,আপনি যখন তার কাজের জন্য তাকে কু ভাষায় মন্তব্য করছেন তখন নিশ্চই আপনার ও সেই কাজ পছন্দ না তাহলে আপনি সেই একই ধরণের কাজ কেন করছেন ।,['Shaming'],Hate,@EVA_RAHMAN_ यह एक वेश्या चाहता है कि हर कोई देखना चाहता है।,"जब आप उसके काम के लिए उस पर टिप्पणी कर रहे हैं, तो आप निश्चित रूप से इसे पसंद नहीं करते हैं और फिर आप भी ऐसा ही क्यों कर रहे हैं।",@Eva_rahman_ এটি এমন একটি পতিতা যা প্রত্যেকে দেখতে চায়।,"আপনি যখন তার কাজের জন্য তাকে মন্তব্য করছেন, আপনি অবশ্যই এটি পছন্দ করেন না এবং তারপরে আপনি কেন একই কাজ করছেন।"
976,A1HFJSETMNC7BF,ঐ ছুরি দিয়ে বেশ্যা তাসলিমার পালান কাটা হোক,আপনি ওই মহিলার সম্পর্কে মানুষকে উত্ত্যক্ত করছেন। এমনকি রক্তক্ষরণএও উৎসাহিত করার চেষ্টা করছেন।,['Shaming'],Offensive,दूर रहो,आप उस महिला के बारे में लोगों को परेशान कर रहे हैं। यहां तक ​​कि रक्तस्राव भी प्रोत्साहित करने की कोशिश कर रहा है।,দূরে থাকা,আপনি সেই মহিলা সম্পর্কে লোকদের বিরক্ত করছেন। এমনকি রক্তপাতও উত্সাহ দেওয়ার চেষ্টা করছে।
976,A1HFJSETMNC7BF,ঐ ছুরি দিয়ে বেশ্যা তাসলিমার পালান কাটা হোক,"আপনি ঘৃণা ছড়ানো বন্ধ করুন, তানাহলে আপনাকে ব্লক করতে বাধ্য হবো।",['Warning-of-Consequences'],Offensive,दूर रहो,"यदि आप नफरत फैलाना बंद कर देते हैं, तो आपको ब्लॉक करने के लिए मजबूर किया जाएगा।",দূরে থাকা,আপনি যদি বিদ্বেষ ছড়িয়ে দেওয়া বন্ধ করেন তবে আপনাকে ব্লক করতে বাধ্য করা হবে।
977,A1HFJSETMNC7BF,তসলিমা নাসরিন ডক্টর না হলে বেশ্যা হত।   আমিও sarcastically বললাম।,"আপনার সার্কাসম নোংরামিতে ভরপুর। তাই তা হাস্যকর নয়, বরং অপমানজনক।",['Shaming'],Offensive,"यदि तसलीमा नसरीन डॉक्टर नहीं थे, तो यह एक वेश्या होगी। मैंने व्यंग्यात्मक रूप से कहा।","आपका सर्कस गंदगी से भरा है। तो यह हास्यास्पद नहीं है, लेकिन अपमानजनक है।",তাসলিমা নাসরিন যদি ডাক্তার না হন তবে তা পতিতা হবে। আমি কটাক্ষ করে বললাম।,"আপনার সার্কাস ময়লা পূর্ণ। সুতরাং এটি হাস্যকর নয়, তবে অবমাননাকর।"
977,A1HFJSETMNC7BF,তসলিমা নাসরিন ডক্টর না হলে বেশ্যা হত।   আমিও sarcastically বললাম।,সার্কাসমের নামে কুমন্তব্য করলে আপনিই জন সাধারনের চোখে অপমানিত হতে পারেন।,['Warning-of-Consequences'],Offensive,"यदि तसलीमा नसरीन डॉक्टर नहीं थे, तो यह एक वेश्या होगी। मैंने व्यंग्यात्मक रूप से कहा।","यदि आप सर्कसम के नाम पर हैं, तो आप सामान्य की नजर में अपमानित हो सकते हैं।",তাসলিমা নাসরিন যদি ডাক্তার না হন তবে তা পতিতা হবে। আমি কটাক্ষ করে বললাম।,আপনি যদি সার্কাসের নামে থাকেন তবে আপনি স্বাভাবিকের চোখে অপমানিত হতে পারেন।
774,A9J41F0FTR2R7,"সত্যি ভাই টুইটারে অনেক মাগি আইডি দেখছি তারাও লজ্জায় ব্লক করে ভাগছে,, মাগার মেয়ে কোন জাতের পতিতা ঘরে  জম্ম নিলো জানা দরকার",আপনি মুখের ভাষা ঠিক করে কথা বলুন। এই কথাটা আপনি গালিগালাজ না করেও বলতে পারতেন।,['Shaming'],Hate,"सचमुच भाई, ट्विटर पर कई मैगी आईडी को देखकर, वे भी शर्मनाक हैं, साझा करते हैं, लड़की लड़की को घर में किसी भी तरह की वेश्या को जानने की जरूरत है।",आप मुंह की भाषा को सही करके बोलते हैं। आप इसे गाली के बिना कह सकते हैं।,"সত্যিই ভাই, টুইটারে অনেক ম্যাগি আইডি দেখে তারা লজ্জাজনক, ভাগ করেও, মেয়েটিকে বাড়ির কোনও ধরণের পতিতা জানতে হবে।",আপনি মুখের ভাষা সংশোধন করে কথা বলেন। আপনি অপব্যবহার ছাড়াই এটি বলতে পারেন।
774,A9J41F0FTR2R7,"সত্যি ভাই টুইটারে অনেক মাগি আইডি দেখছি তারাও লজ্জায় ব্লক করে ভাগছে,, মাগার মেয়ে কোন জাতের পতিতা ঘরে  জম্ম নিলো জানা দরকার",আপনি প্রথমে কথা বলতে শিখুন আপনার ভাষা খুবই জঘন্য ।,['Shaming'],Hate,"सचमुच भाई, ट्विटर पर कई मैगी आईडी को देखकर, वे भी शर्मनाक हैं, साझा करते हैं, लड़की लड़की को घर में किसी भी तरह की वेश्या को जानने की जरूरत है।",आप पहले सीखते हैं कि आपकी भाषा बोलना बहुत चौंकाने वाली है।,"সত্যিই ভাই, টুইটারে অনেক ম্যাগি আইডি দেখে তারা লজ্জাজনক, ভাগ করেও, মেয়েটিকে বাড়ির কোনও ধরণের পতিতা জানতে হবে।",আপনি প্রথমে শিখেন যে আপনার ভাষা কথা বলা খুব মর্মাহত।
776,A1HFJSETMNC7BF,"এরা টাকার জন্য পুরুষদের সব দিতে পারে,আবার এদেরকে বেশ্যা বা পতিতা বলেন এরা রেগে যাবে,",আপনি কি নিশ্চিত যে এরা সত্যি এমন? তাহলেও গালি দিয়ে কথা বললে মানুষ তো রেগে যাবেই।,['Hypocrisy'],Offensive,"वे सभी को पैसे के लिए दे सकते हैं, और वे कहते हैं कि वेश्याओं या वेश्याओं को वे नाराज करेंगे,","क्या आप सुनिश्चित हैं कि वे सच हैं? यहां तक ​​कि अगर आप अपमानजनक रूप से बोलते हैं, तो लोग नाराज होंगे।","তারা প্রত্যেককে অর্থের জন্য দিতে পারে এবং তারা বলে যে তারা পতিতা বা পতিতা বিরক্ত করবে,","আপনি কি নিশ্চিত যে তারা সত্য? এমনকি যদি আপনি অবমাননাকর কথা বলেন, লোকেরা রাগ করবে।"
776,A1HFJSETMNC7BF,"এরা টাকার জন্য পুরুষদের সব দিতে পারে,আবার এদেরকে বেশ্যা বা পতিতা বলেন এরা রেগে যাবে,","আপনি বিপদে পরতে পারেন, প্রমান ছাড়া এমন মন্তব্য করার জন্য।",['Warning-of-Consequences'],Offensive,"वे सभी को पैसे के लिए दे सकते हैं, और वे कहते हैं कि वेश्याओं या वेश्याओं को वे नाराज करेंगे,","आप खतरे में हो सकते हैं, इस तरह की टिप्पणियों को सबूत के बिना करने के लिए।","তারা প্রত্যেককে অর্থের জন্য দিতে পারে এবং তারা বলে যে তারা পতিতা বা পতিতা বিরক্ত করবে,","আপনি বিপদে থাকতে পারেন, প্রমাণ ছাড়াই এই জাতীয় মন্তব্য করতে পারেন।"
979,A1HFJSETMNC7BF,বেশ্যা না এরা হলো খান কি 😂😂😂,আপনি গালি না দিয়ে কথা বলুন। আপনার মুখের ভাষা জঘন্য ও নোংরা।,['Shaming'],Offensive,"एक वेश्या नहीं, वे की खा रहे हैं?",आपसे आग्रह किए बिना बोलें। आपके मुंह की भाषा चौंकाने वाली और गंदी है।,"পতিতা নয়, তারা খাচ্ছে?",আপনাকে অনুরোধ না করে কথা বলুন। আপনার মুখের ভাষা হতবাক এবং নোংরা।
979,A1HFJSETMNC7BF,বেশ্যা না এরা হলো খান কি 😂😂😂,আপনি এই রকম মন্তব্য করে পান কি?,['Humour'],Offensive,"एक वेश्या नहीं, वे की खा रहे हैं?",क्या आपको इस तरह की टिप्पणियां मिलती हैं?,"পতিতা নয়, তারা খাচ্ছে?",আপনি কি এই জাতীয় মন্তব্য পান?
780,A1HFJSETMNC7BF,তুমি যে মেয়ে না তা তোমার পোষ্ট দেখলেই বোঝা যায়।তুমি হচ্ছো একটা পতিতা।তুমি মনে করবে যে তোমার ঠিক ততক্ষণই বীরত্ব আছে যতক্ষণ তোমার মধ্যে আল্লাহর দান করা প্রাণ আছে।আশা করছি বুঝতে পেরেছো।এমন পোষ্ট না করলে ভালো হবে।যাযাকাল্লাহ খায়ের।,"কথাটা কিন্তু সবার ক্ষেত্রেই প্রযোজ্য। যতদিন প্রাণ আছে, ততদিন পর্যন্ত সব আছে। তাই যাকে তাকে পতিতা বলবেন না।","['Humour', 'Shaming']",Offensive,"आप जिस लड़की की लड़की नहीं हैं, वह आपकी पोस्ट द्वारा देखी जा सकती है। आप एक वेश्या हैं। आप सोचेंगे कि जब तक आपके पास ईश्वर का जीवन है, तब तक आप वीर हैं। आशा है कि आप समझेंगे। यदि आप पोस्ट नहीं करते हैं, तो यह अच्छा होगा। ।","लेकिन यह सभी पर लागू होता है। जब तक जीवन है, यह सब वहाँ है। तो उसे वेश्या मत कहो।","আপনি যে মেয়েটি মেয়ে নন সে আপনার পোস্ট দ্বারা দেখা যেতে পারে। আপনি বেশ্যা। আপনি ভাববেন যে যতক্ষণ আপনার God শ্বরের জীবন রয়েছে ততক্ষণ আপনি সাহসী। আশা করি বুঝতে পেরেছো. আপনি যদি পোস্ট না করেন তবে এটি ভাল হবে। ,",তবে এটি সবার জন্য প্রযোজ্য। যতক্ষণ না জীবন আছে ততক্ষণ সেখানে রয়েছে। সুতরাং তাকে পতিতা বলবেন না।
780,A1HFJSETMNC7BF,তুমি যে মেয়ে না তা তোমার পোষ্ট দেখলেই বোঝা যায়।তুমি হচ্ছো একটা পতিতা।তুমি মনে করবে যে তোমার ঠিক ততক্ষণই বীরত্ব আছে যতক্ষণ তোমার মধ্যে আল্লাহর দান করা প্রাণ আছে।আশা করছি বুঝতে পেরেছো।এমন পোষ্ট না করলে ভালো হবে।যাযাকাল্লাহ খায়ের।,"আপনার কথার সাথে সহমত হওয়ার ইচ্ছা থাকলেও উপায় নেই, আপানর এই অশ্লীল ভাষায় ব্যাবহার এর জন্য।",['Affliation'],Offensive,"आप जिस लड़की की लड़की नहीं हैं, वह आपकी पोस्ट द्वारा देखी जा सकती है। आप एक वेश्या हैं। आप सोचेंगे कि जब तक आपके पास ईश्वर का जीवन है, तब तक आप वीर हैं। आशा है कि आप समझेंगे। यदि आप पोस्ट नहीं करते हैं, तो यह अच्छा होगा। ।","यदि आप अपने शब्दों से सहमत होना चाहते हैं, तो आपके लिए इस अश्लील भाषा का उपयोग करने का कोई तरीका नहीं है।","আপনি যে মেয়েটি মেয়ে নন সে আপনার পোস্ট দ্বারা দেখা যেতে পারে। আপনি বেশ্যা। আপনি ভাববেন যে যতক্ষণ আপনার God শ্বরের জীবন রয়েছে ততক্ষণ আপনি সাহসী। আশা করি বুঝতে পেরেছো. আপনি যদি পোস্ট না করেন তবে এটি ভাল হবে। ,",আপনি যদি আপনার কথার সাথে একমত হতে চান তবে আপনার এই পর্ন ভাষাটি ব্যবহার করার কোনও উপায় নেই।
980,A1HFJSETMNC7BF,"তোর মা ছিল বেশ্যা, বাপ ছিল অক্ষম। এখন তুই বেশ্যা 🙂🙂🙂",আপনার মন্তব্য ও ভাষা জঘন্য। মহিলাদের বেশ্যা বলা বন্ধ করুন।,['Shaming'],Offensive,"आपकी माँ एक वेश्या थी, पिता असमर्थ थे। अब आप एक वेश्या हैं 🙂🙂🙂",आपकी टिप्पणियां और भाषाएँ चौंकाने वाली हैं। महिलाओं को वेश्या को कॉल करना बंद करें।,"আপনার মা বেশ্যা ছিলেন, বাবা অক্ষম ছিলেন। এখন আপনি বেশ্যা 🙂🙂🙂",আপনার মন্তব্য এবং ভাষা মর্মাহত। মহিলাদের পতিতা বলা বন্ধ করুন।
980,A1HFJSETMNC7BF,"তোর মা ছিল বেশ্যা, বাপ ছিল অক্ষম। এখন তুই বেশ্যা 🙂🙂🙂","কারোর মা, বাবা নিয়ে বাজে মন্তব্য করে তার মনে কষ্ট দেওয়ার কি কোনো দরকার আছে?",['Empathy'],Offensive,"आपकी माँ एक वेश्या थी, पिता असमर्थ थे। अब आप एक वेश्या हैं 🙂🙂🙂","क्या किसी की माँ, पिता के बारे में बुरा टिप्पणी करके उसे चोट पहुंचाने की कोई आवश्यकता है?","আপনার মা বেশ্যা ছিলেন, বাবা অক্ষম ছিলেন। এখন আপনি বেশ্যা 🙂🙂🙂","কারও মা, বাবা সম্পর্কে খারাপ মন্তব্য করে তাকে আঘাত করার দরকার আছে কি?"
981,A1HFJSETMNC7BF,তোর গুদে এও জালাকরে কেন। ঐ বেশ্যা মাগি,আপনার নোংরা মনবিত্তি আপনার মন্তব্যে প্রকাশিত। মানসিকতা ঠিক করে কথা বলুন।,"['Hypocrisy', 'Shaming']",Offensive,यह आपके गुदा में क्यों है। वह वेश्या,आपका डर्टी माइंड आपकी टिप्पणी में प्रकाशित हुआ है। मानसिकता से बात करें।,এটা আপনার মলদ্বারে কেন? যে পতিতা,আপনার নোংরা মন আপনার মন্তব্যে প্রকাশিত হয়েছে। মানসিকতার সাথে কথা বলুন।
981,A1HFJSETMNC7BF,তোর গুদে এও জালাকরে কেন। ঐ বেশ্যা মাগি,সেই জালা মেটানোর জন্য আপনাকে কেও ডাকেনি। তাই অযথা মাথা না ঘামলেও চলবে।,['Humour'],Offensive,यह आपके गुदा में क्यों है। वह वेश्या,किसी ने आपको उस नेट को पाने के लिए नहीं बुलाया। तो सिर पसीना नहीं होगा।,এটা আপনার মলদ্বারে কেন? যে পতিতা,কেউ আপনাকে সেই নেট পেতে ডাকেনি। সুতরাং মাথা ঘামবে না।
