ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes,hatespeech_trans,counterspeech_trans
880,A1HFJSETMNC7BF,ওই খানকি পতিতা। বাংলাদেশে কিভাবে করোনা ছরাইছে তা বলার তুই কে। আমি নিশ্চিত তোর ভারতে ছরাইছে তোর মাকে করোনা আক্রান্ত রোগী চুদে তোর দেশে পাঠাইছে ওখান থেকেই তোর দেশে ছরাইছে। এখন এরিথ্রোমাইসিন গোলাইয়ে  তোর ভোদায় ডেলে দে,"আপনি একজন প্রাপ্ত বয়স্ক মানুষ, আপনার বোঝা উচিত মাথা ঠাণ্ডা রেখে সঠিক ভাবে কি করে কথা বলা উচিত।",['Empathy'],Offensive,"वह खानकी वेश्या। आप कौन हैं कि बांग्लादेश में कैसे स्पार्कल करें। मुझे यकीन है कि आपकी माँ को आपके देश में आपके देश में भेजा गया है, जो आपकी मां को आपके देश में भेज रहा है। अब erythromycin goliye अपने वोदका दे","आप एक वयस्क व्यक्ति हैं, आपको समझना चाहिए कि अपने सिर को ठंडा करके कैसे ठीक से बात करें।"
886,A9J41F0FTR2R7,এই মিথিলা পতিতা এখন মেয়েটাকেও পতিতা  বানানোর চিন্তা ভাবনা করতেছে,আপনার মুখের ভাষা ও মন্তব্য নিচু মানসিকতার পরিচয় দেয়।,['Shaming'],Hate,यह मिथिला वेश्या अब लड़की को वेश्या बनाने की भी सोच रही है,आपकी मुंह की भाषा और टिप्पणियां कम मानसिकता का परिचय देती हैं।
886,A9J41F0FTR2R7,এই মিথিলা পতিতা এখন মেয়েটাকেও পতিতা  বানানোর চিন্তা ভাবনা করতেছে,উনি কাকে কি বানাছেন তা না দেখে নিজের কাজ করুন আপনারই উন্নতি হবে ।,['Shaming'],Hate,यह मिथिला वेश्या अब लड़की को वेश्या बनाने की भी सोच रही है,यह मत देखो कि उसने अपना काम करने के लिए क्या बनाया है।
887,A1HFJSETMNC7BF,"পতিতা মিথিলাকে লাথি মেরে দেশ থেকে বের করে দেওয়া হোক,, সরকারের কাছে আকুল আবেদন","একটা সামান্য বিয়ে নিয়ে সরকারের কাছে আবেদন জানাতে পারেন। আর দেশে এত সমস্যা আছে, সেগুলো নিয়ে ভাবুন।",['Hypocrisy'],Offensive,मिथिला को मारकर वेश्या को देश से बाहर कर दिया जा सकता है,"आप थोड़ी शादी के साथ सरकार को आवेदन कर सकते हैं। और देश में बहुत सारी समस्याएं हैं, उनके बारे में सोचें।"
887,A1HFJSETMNC7BF,"পতিতা মিথিলাকে লাথি মেরে দেশ থেকে বের করে দেওয়া হোক,, সরকারের কাছে আকুল আবেদন",মন থেকে ভেবে দেখুন তো মিথিলা কি আদেও কোনও অন্যায় কাজ করেছে? অযথা কুৎসা করা বন্ধ করাই ভালো।,['Empathy'],Offensive,मिथिला को मारकर वेश्या को देश से बाहर कर दिया जा सकता है,"मन से सोचो, मिथिला ने कुछ भी गलत किया है? अनावश्यक रूप से बंद होना बेहतर है।"
888,A1HFJSETMNC7BF,"পতিতা মিথিলা কি করে মানুষকে মুখ দেখায়,, অর লজ্জা করেনা,ওর ফেসবুক আইডি মানুষ কি বাজে কমেন্ট করে,, আসলে মিথিলা ইন্ডিয়া দের চুদা",আপনি ওই মহিলাকে গালমন্দ করতে গিয়ে একটা গোটা দেশকে গালি দিয়ে দিলেন। আপনি ঝগড়া বিবাদ নিজেই ডেকে আনছেন।,"['Shaming', 'Warning-of-Consequences']",Offensive,"कैसे वेश्या मिथिला लोगों को दिखाती है, शर्मिंदा नहीं है, उनके फेसबुक आईडी लोग बुरी टिप्पणी करते हैं, वास्तव में मिथिला भारत की चुडा",आप महिला के साथ दुर्व्यवहार करने गए और पूरे देश का दुरुपयोग किया। आप खुद को विवाद कह रहे हैं।
888,A1HFJSETMNC7BF,"পতিতা মিথিলা কি করে মানুষকে মুখ দেখায়,, অর লজ্জা করেনা,ওর ফেসবুক আইডি মানুষ কি বাজে কমেন্ট করে,, আসলে মিথিলা ইন্ডিয়া দের চুদা","মিথিলাকে গালি দিলে মিথিলার সম্মান হানি হবেনা, বরং যারা গালিগালাজ করবে তাদের সম্মান হানি হবে এবং আইনী বিপাকেও পরতে পারে।",['Warning-of-Consequences'],Offensive,"कैसे वेश्या मिथिला लोगों को दिखाती है, शर्मिंदा नहीं है, उनके फेसबुक आईडी लोग बुरी टिप्पणी करते हैं, वास्तव में मिथिला भारत की चुडा","मिथिला का सम्मान मिथिला को गाली देकर नहीं खो जाएगा, लेकिन जो लोग अपमानजनक हैं, वे अपना सम्मान खो देंगे और कानूनी खतरा भी पहन सकते हैं।"
892,A1HFJSETMNC7BF,কিরে মাগি পতিতা তুই হলি কলকাতার পোডাক বাংলাদেশ নিয়ে কুরুচিপূর্ণ মন্তব্য করলি কেন আর বাংলাদেশের প্রবাসীরা হলো সূর্য সন্তান,"আপনি যে কোন ধরনের আকাশ কুসুম চিন্তা ভাবনা করেন, তা কেউ জানেনা। গালিগালাজ আর অবান্তর মন্তব্য করা বন্ধ করুন।",['Shaming'],Offensive,किरी मागी वेश्या तुई होली कोलकाता पोदक बांग्लादेश ने बांग्लादेश के बारे में बदसूरत टिप्पणियां कीं और बांग्लादेश के प्रवासियों ने सूर्य बच्चे हैं।,किसी को नहीं पता कि आप किस तरह का आकाश सोचते हैं। अपमानजनक और अपमानजनक टिप्पणी करना बंद करें।
892,A1HFJSETMNC7BF,কিরে মাগি পতিতা তুই হলি কলকাতার পোডাক বাংলাদেশ নিয়ে কুরুচিপূর্ণ মন্তব্য করলি কেন আর বাংলাদেশের প্রবাসীরা হলো সূর্য সন্তান,মহিলাদের  প্রোডাক্ট ভাবছেন? মানসিকতার সু-পরিবর্তন করুন।,['Hypocrisy'],Offensive,किरी मागी वेश्या तुई होली कोलकाता पोदक बांग्लादेश ने बांग्लादेश के बारे में बदसूरत टिप्पणियां कीं और बांग्लादेश के प्रवासियों ने सूर्य बच्चे हैं।,महिलाओं को लगता है कि उत्पाद? मानसिकता को एक अच्छा बदलाव करें।
893,A1HFJSETMNC7BF,তোর মতো মানুষের জন্ম হয় ১৪ ফেব্রুয়ারি  কন্ডম দূর্ঘটনায়  আর বড় হয়ে তোরাই পতিতা বৃত্তি করচ,"আপনার চিন্তা ধারা কোনদিকে চলে, তা বোঝা যাচ্ছে মন্তব্য থেকেই। গালিগালাজ বন্ধ করে কথা বলুন।","['Hypocrisy', 'Shaming']",Offensive,"आप जैसे लोग 7 फरवरी को एक कंडोम दुर्घटना में पैदा हुए हैं और आप बड़े होते हैं, और आप वेश्यावृत्ति छात्रवृत्ति हैं।","जहां आपके विचार चलते हैं, यह टिप्पणी से समझा जाता है। गाली देने से रोकने के लिए बात करें।"
893,A1HFJSETMNC7BF,তোর মতো মানুষের জন্ম হয় ১৪ ফেব্রুয়ারি  কন্ডম দূর্ঘটনায়  আর বড় হয়ে তোরাই পতিতা বৃত্তি করচ,"বন্ধ সোশ্যাল মিডিয়ায় আমারা যদি এই রকম গালিগালাজ করতে থাকি, নতুন প্রজন্ম আমাদের কাছ থেকে কি শিখবে ভেবে দেখেছেন?",['Empathy'],Offensive,"आप जैसे लोग 7 फरवरी को एक कंडोम दुर्घटना में पैदा हुए हैं और आप बड़े होते हैं, और आप वेश्यावृत्ति छात्रवृत्ति हैं।","अगर हम सोशल मीडिया पर इस तरह का गाली दे रहे हैं, तो आप नई पीढ़ी के बारे में क्या सोचते हैं?"
894,A1HFJSETMNC7BF,"করোনা ভাইরাস এর গজবের কথা কি তুই দেখনা! হালার অন্ধ কোথাকার, বদমাইশি কবে ছাড়বে? মরার পরে! যতসব পতিতা জাতি,","আপনি মানুষকে মানুষ হিসেবে গণ্য করুন। করোনা ভাইরাস কোনো গজব নয়, বিশ্বমহামারী। হালকা ভাবে নেবেন না।",['Empathy'],Offensive,"क्या आप कोरोना वायरस के क्रोध को देखते हैं! हला के अंधे, बादामिशी को कहाँ छोड़ दिया जाता है? मरने के बाद! कई वेश्याओं के रूप में, दौड़,","आप लोगों को मनुष्य के रूप में मानते हैं। कोरोना वायरस एक क्रोध नहीं है, दुनिया -क्लास दुनिया। इसे हल्के में न लें।"
894,A1HFJSETMNC7BF,"করোনা ভাইরাস এর গজবের কথা কি তুই দেখনা! হালার অন্ধ কোথাকার, বদমাইশি কবে ছাড়বে? মরার পরে! যতসব পতিতা জাতি,","কোনো জাতিকে পতিতা বলা ঠিক নয়, এতে অকারনে ঝামেলার সৃষ্টি হতে পারে।",['Warning-of-Consequences'],Offensive,"क्या आप कोरोना वायरस के क्रोध को देखते हैं! हला के अंधे, बादामिशी को कहाँ छोड़ दिया जाता है? मरने के बाद! कई वेश्याओं के रूप में, दौड़,","किसी राष्ट्र को वेश्या कहना सही नहीं है, यह अनावश्यक परेशानी का कारण बन सकता है।"
895,A1HFJSETMNC7BF,"আরে প্রবাসি রা প্রবাস করে বলেই তোর মতো পতিতা এভাবে গলা উচু করে কথা বলতেছস?   প্রবাসির কারনে না, করোনা ছড়াচ্ছে তোর মতো পতিতার কারনে, শুধু করোনা না এইডস ও হয় 😠😠","করোনা ভাইরাস কোনো সাধারণ রোগ নয়, বিশ্বমহামারী। মানুষকে সচেতন হতে হবে। এখন বিবাদ করার সময় নয়। দূরত্ব বজায় রাখুন।",['Empathy'],Offensive,"अरे, प्रवासी प्रवासी के कारण आप की तरह एक वेश्या की तरह बोल रहा है? प्रवासी के कारण नहीं, कोरोना आप की तरह एक वेश्या के कारण फैल रही है, न कि केवल एड्स और हैं।","कोरोना वायरस एक आम बीमारी नहीं है, बल्कि दुनिया है। लोगों को जागरूक होने की जरूरत है। अब विवाद का समय नहीं है। दूरी बनाए रखें।"
895,A1HFJSETMNC7BF,"আরে প্রবাসি রা প্রবাস করে বলেই তোর মতো পতিতা এভাবে গলা উচু করে কথা বলতেছস?   প্রবাসির কারনে না, করোনা ছড়াচ্ছে তোর মতো পতিতার কারনে, শুধু করোনা না এইডস ও হয় 😠😠","এমন বাজে কথা বলতে থাকলে, সবাই আপনাকে এই প্ল্যাটফর্ম থেকে ব্লক করবে। করোনার জন্য কেউ দায়ী নয়।",['Warning-of-Consequences'],Offensive,"अरे, प्रवासी प्रवासी के कारण आप की तरह एक वेश्या की तरह बोल रहा है? प्रवासी के कारण नहीं, कोरोना आप की तरह एक वेश्या के कारण फैल रही है, न कि केवल एड्स और हैं।","यदि आप इतनी बुरी बात कहते हैं, तो हर कोई आपको इस मंच से ब्लॉक करेगा। कोरोना के लिए कोई भी जिम्मेदार नहीं है।"
896,A1HFJSETMNC7BF,"প্রবাসীরা যদি কুত্তার বাচ্চা হয়,তাহলে তোরা হলি হারামির বাচ্চা।মাগীর ঘরে মাগি প্রবাসীদের খাইয়া প্রবাসিদের গালি দেচ।তোদের কে কুত্তা দিয়া চোদানো দরকার খানকির বাচ্চা।মাগী পতিতা","আপনি গালিগালাজ বন্ধ করে কথা বলুন। মহিলাদের প্রতি এত ঘৃণা কিসের? প্রবাসীরা কষ্ট করে। কষ্ট সবাইকে করতে হয়, জীবনে বেঁচে থাকতে গেলে।","['Hypocrisy', 'Shaming']",Hate,"यदि प्रवासियां ​​एक कुत्ते के बच्चे हैं, तो आप पवित्र हरामी के बच्चे हैं। मैगी के घर में, प्रवासी प्रवासियों को गाली दे रहे हैं।",अगर आप गाली देना और बात करना बंद कर देते हैं। महिलाओं के लिए इतनी नफरत क्या है? प्रवासी पीड़ित हैं। जीवन जीने के लिए सभी को करना होगा।
896,A1HFJSETMNC7BF,"প্রবাসীরা যদি কুত্তার বাচ্চা হয়,তাহলে তোরা হলি হারামির বাচ্চা।মাগীর ঘরে মাগি প্রবাসীদের খাইয়া প্রবাসিদের গালি দেচ।তোদের কে কুত্তা দিয়া চোদানো দরকার খানকির বাচ্চা।মাগী পতিতা","এ ধরনের ভাষা ব্যবহার করে আপনি সামাজিক যোগাযোগ মাধ্যমের পরিবেশ দূষিত করছেন, তাই  এত ঘৃণা না ছরিয়ে ভদ্র মতো কথা বলুন।",['Shaming'],Hate,"यदि प्रवासियां ​​एक कुत्ते के बच्चे हैं, तो आप पवित्र हरामी के बच्चे हैं। मैगी के घर में, प्रवासी प्रवासियों को गाली दे रहे हैं।","ऐसी भाषा का उपयोग करके आप सोशल मीडिया के वातावरण को प्रदूषित कर रहे हैं, इसलिए इतनी नफरत किए बिना ऐसा करें।"
897,A1HFJSETMNC7BF,"খানকি মাগি তুই একটা পতিতা,গরুর মূত্র খেয়ে জীবন যাপন করছ তোদের মুখ থেকে ভালো কিছু বাহির হবে না।",আপনি মহিলাকে অকথ্য ভাষায় গালিগালাজ করছেন। অপমান করতে গিয়ে নিজের সীমা অতিক্রম করছেন। ভদ্র হয়ে কথা বলুন।,['Shaming'],Offensive,"खानकी मैगी आप एक वेश्या हैं, आप गायों का जीवन जी रहे हैं, कुछ भी अच्छा आपके मुंह से बाहर नहीं होगा।",आप महिला को व्यर्थ भाषा में गाली दे रहे हैं। आप अपमान करके अपनी सीमाओं को पार कर रहे हैं। धीरे से बात करें।
897,A1HFJSETMNC7BF,"খানকি মাগি তুই একটা পতিতা,গরুর মূত্র খেয়ে জীবন যাপন করছ তোদের মুখ থেকে ভালো কিছু বাহির হবে না।",আপনি অশ্লীল ভাষা ব্যবহার করে পিএইচডি  প্রাপ্ত করেছেন। এইবার বাসায় গিয়ে ঘুমাও।,['Humour'],Offensive,"खानकी मैगी आप एक वेश्या हैं, आप गायों का जीवन जी रहे हैं, कुछ भी अच्छा आपके मुंह से बाहर नहीं होगा।",आपने पोर्न भाषा का उपयोग करके पीएचडी प्राप्त की है। इस बार घर जाओ।
899,A1HFJSETMNC7BF,দেশটা কি তোৱ বাবাৱ দলিল ভিত্তিক বাড়ীৱে নাস্তিক পতিতা?তোৱ অবস্থাও নাস্তিক   তাসলিমাৱ মত হবাৱ দৱকাৱ বুঝলি নাস্তিক পতিতা?,আপনি মহিলাদের প্রতি খুবই জঘন্য ভাষা ব্যবহার করছেন। নিজের মুখের ভাষা ঠিক করুন।,['Shaming'],Offensive,क्या देश एक वृत्तचित्र आधारित घर पर नास्तिक वेश्या है?,आप महिलाओं के प्रति बहुत भयानक भाषा का उपयोग कर रहे हैं। अपने मुंह की भाषा को ठीक करें।
899,A1HFJSETMNC7BF,দেশটা কি তোৱ বাবাৱ দলিল ভিত্তিক বাড়ীৱে নাস্তিক পতিতা?তোৱ অবস্থাও নাস্তিক   তাসলিমাৱ মত হবাৱ দৱকাৱ বুঝলি নাস্তিক পতিতা?,সকল মানুষ যে  সমান নয় আমাদের বুঝতে হবে। কেউ নাস্তিক হতেই পারে। কিন্তু তাই বলে গালি দিয়ে অপমান করা ঠিক নয়।,['Empathy'],Offensive,क्या देश एक वृत्तचित्र आधारित घर पर नास्तिक वेश्या है?,हमें यह समझना होगा कि सभी लोग समान नहीं हैं। कोई नास्तिक हो सकता है। लेकिन उन्हें दुर्व्यवहार के साथ अपमान करना सही नहीं है।
38,A1HFJSETMNC7BF,খানকি মাগীর পোলা,গালাগালি দিয়ে কি একটাকাও উপার্জন হল বলুন? এতে বরং আপনার মান হানি হল।,"['Shaming', 'Warning-of-Consequences']",Offensive,खंकी,मुझे बताओ कि दुरुपयोग के साथ क्या करना है? यह आपके मूल्य को नुकसान है।
38,A1HFJSETMNC7BF,খানকি মাগীর পোলা,আর আপনি কি আগুনের গোলা?,['Humour'],Offensive,खंकी,और क्या आप आग की आग हैं?
374,A1HFJSETMNC7BF,সালি খানকি তুই পতিতা নাকি,মেয়েদেরকে এভাবে অশ্লীল ভাষায় গালাগালি করলে কেউ আপনাকে মান ও সম্মান কিছুই দেবে না।,['Warning-of-Consequences'],Offensive,साली खंकी आप वेश्या हैं या नहीं,"यदि आप इस तरह की पोर्नोग्राफी में लड़कियों को गाली देते हैं, तो कोई भी आपको सम्मान और सम्मान नहीं देगा।"
374,A1HFJSETMNC7BF,সালি খানকি তুই পতিতা নাকি,একজন নারীকে দুর্বল মনে করে তাকে অসম্মান করা খুব সহজ। এতে কীর্তিতের কিছু নেই। আপনি যদি তাদের সম্মান করেন তবে সবাই আপনাকে সম্মান করবে।,['Warning-of-Consequences'],Offensive,साली खंकी आप वेश्या हैं या नहीं,"एक महिला को कमजोर के रूप में अपमानित करना बहुत आसान है। इससे कोई लेना -देना नहीं है। यदि आप उनका सम्मान करते हैं, तो हर कोई आपका सम्मान करेगा।"
401,A1HFJSETMNC7BF,কতলাতার খানকি মাগী তোর জন্মে দোষ আছে।,কারোর জন্ম দোষ নিয়ে ভেবে কি হবে? নিজের ভাষার দোষটি আগে ঠিক করার চেষ্টা করুন।,['Shaming'],Offensive,कटालाट खंकी मागी आपके जन्म की गलती है।,किसी के जन्म का क्या होगा? पहले अपनी भाषा के लिए दोष को ठीक करने का प्रयास करें।
401,A1HFJSETMNC7BF,কতলাতার খানকি মাগী তোর জন্মে দোষ আছে।,আপনি এই রকম অশ্লীল পোস্ট করতেই পারেন। এতে কারোর কিছু যায় আসবেনা। বরং আপনি এই রকম বলতে থাকলে আপনার প্রোফাইল বন্ধ করে দেওয়া হবে।,['Warning-of-Consequences'],Offensive,कटालाट खंकी मागी आपके जन्म की गलती है।,"आप इस तरह से पोर्न पोस्ट कर सकते हैं। इसके लिए कुछ भी नहीं आएगा। बल्कि, यदि आप यह कहते हैं, तो आपकी प्रोफ़ाइल बंद हो जाएगी।"
406,A1HFJSETMNC7BF,"@Sultanamahmud88   and   @Mustafa09798462  আজহারী তোরে দিয়ে দেহ ব্যাবসা করতো, খানকি কোথায়, এই শুয়োরের বাচ্চা একটা মুনাফিক, আর তুই হইলি খানকির ঘরের খানকি,",আপনি মহিলাকে কুমন্তব্য করা বন্ধ করুন। এতো গালাগালি দিচ্ছেন কাকে? মুখের ভাষা ঠিক করুন।,['Shaming'],Offensive,"@Sultanamahmud88 और @mustafa09798462 अज़हारी ने बोड्स का व्यवसाय किया, जहां खंकी है, यह पोर्क एक पाखंडी है, और आप एक खंकी खंकी हैं, और आप एक खंकी हाउस हैं।",आप महिला बनाना बंद कर दें। इतना दुरुपयोग कौन दे रहा है? मुंह की भाषा को ठीक करें।
406,A1HFJSETMNC7BF,"@Sultanamahmud88   and   @Mustafa09798462  আজহারী তোরে দিয়ে দেহ ব্যাবসা করতো, খানকি কোথায়, এই শুয়োরের বাচ্চা একটা মুনাফিক, আর তুই হইলি খানকির ঘরের খানকি,",এই ভাবে কাউকে অপমানজনক কথা বলে কি একটাকাও উপার্জন হল? বরং আপনি ওই ব্যাক্তিকে এমন কথা বললে তার ওপর মানসিক চাপ সৃষ্টি হতে পারে।,['Warning-of-Consequences'],Offensive,"@Sultanamahmud88 और @mustafa09798462 अज़हारी ने बोड्स का व्यवसाय किया, जहां खंकी है, यह पोर्क एक पाखंडी है, और आप एक खंकी खंकी हैं, और आप एक खंकी हाउस हैं।","क्या आपने इस तरह से बहुत सारे अपमानजनक शब्द अर्जित किए? बल्कि, यदि आप उस व्यक्ति से ऐसा कुछ कहते हैं, तो यह भावनात्मक तनाव का कारण बन सकता है।"
417,A1HFJSETMNC7BF,White queen ভোদা কি মেয়ের না হিজড়া?    এরে খানকি আর কয়দিন খাবি এ ভাবে,"মহিলাদের প্রতি আপনার বিকৃত মনোভাব প্রচার করার জন্য আপনার  লজ্জা পাওয়া উচিত।  সম্মান জানান, সম্মান পাবেন।",['Shaming'],Offensive,व्हाइट क्वीन वोदका एक लड़की या स्खलन है? हे खंकी और कितने दिन खाने के लिए,"आपको महिलाओं के प्रति अपने विकृत रवैये को बढ़ावा देने में शर्म आनी चाहिए। सम्मान, आपको सम्मान मिलेगा।"
417,A1HFJSETMNC7BF,White queen ভোদা কি মেয়ের না হিজড়া?    এরে খানকি আর কয়দিন খাবি এ ভাবে,"একটি মেয়েকে এই রকম অশালীন ভাষায় ব্যাঙ্গ করে আপনি বীরপুরুষ কিন্তু হলেন না, বরং আপনার বন্ধু-বান্ধব যারা আপনার এই পোস্ট টি দেখবে, তারা আপনাকেই খারাপ ভাববে।",['Warning-of-Consequences'],Offensive,व्हाइट क्वीन वोदका एक लड़की या स्खलन है? हे खंकी और कितने दिन खाने के लिए,"आप वीर नहीं हैं, लेकिन आपके दोस्त जो इस पोस्ट को देखते हैं, वे आपके लिए खराब होंगे, लेकिन आपके दोस्त नायक नहीं होंगे।"
430,A1HFJSETMNC7BF,তুই ত একটা খানকি মাগী,আপনি গালিগালাজ করা বন্ধ করুন। অবান্তর মন্তব্য করে কি লাভ।,['Shaming'],Offensive,आप एक खंकी हैं,आपको दुर्व्यवहार करना बंद करो। टिप्पणी करके क्या लाभ है।
430,A1HFJSETMNC7BF,তুই ত একটা খানকি মাগী,"আপনি যে একটি মেয়েকে অসস্মান করে কথা বলছেন, আপনার পরিবারের লোকজন দেখলে কিন্তু খুশি হবেনা। আপনার এই রকম আচরণ দেখে তারাও দুঃখ পাবে।","['Empathy', 'Warning-of-Consequences']",Offensive,आप एक खंकी हैं,"आप एक ऐसी लड़की के बारे में बात कर रहे हैं जो आपके बारे में बात कर रही है, लेकिन जब आप देखेंगे तो आप खुश नहीं होंगे। वे इस तरह से आपके व्यवहार को देखकर दुखी होंगे।"
498,A1HFJSETMNC7BF,আরে ওতো খানকি পারার মাইয়া নাহলে এরোকম করতে পারতো,আপনি নিজের মুখের ভাষা ঠিক করে কথা বলুন। এমন জঘন্য ভাষা সোশ্যাল মিডিয়ায় পুনঃপ্রকাশ করা উচিত নয়।,['Shaming'],Offensive,हे हे खंकी अगर वह कर सकता था तो ऐसा नहीं कर सकता था,आप अपनी मुंह की भाषा को सही करके बोलते हैं। इस तरह की जघन्य भाषा को सोशल मीडिया पर पुनर्प्रकाशित नहीं किया जाना चाहिए।
498,A1HFJSETMNC7BF,আরে ওতো খানকি পারার মাইয়া নাহলে এরোকম করতে পারতো,"অকারনে কাউকে এইরকম অশ্লীল ভাবে গালি দেওয়া মোটেই ঠিক নয়। আপনার চাকরির খেত্রেও সমস্যা হতে পারে, যদি তারা আপনার এই রকম মন্তব্য দেখতে পায়।",['Warning-of-Consequences'],Offensive,हे हे खंकी अगर वह कर सकता था तो ऐसा नहीं कर सकता था,"इस तरह से किसी को इस तरह से दुर्व्यवहार करना सही नहीं है। आपकी नौकरी के साथ समस्याएं हो सकती हैं, अगर वे आपकी टिप्पणियों को इस तरह देखते हैं।"
526,A1HFJSETMNC7BF,"তোরে ফুটকি মারছে প্রবাসিরা, খানকি, তোর ভুদার জালা অঠেছে, মাগি, প্রবাসিরা তোরে জালা মিঠাই তে জাবে না, তোর ভোদায় পোকা আছে।","আচ্ছা এইরকম ভাবে কাউকে এত বাজে ভাষায় সোশ্যাল মিডিয়ায় গালি দেওয়ায়, আমাদের দেশের সম্মান কথায় যাবে ভেবেছেন?  অন্য দেশের লোকেরা আমাদের সম্পর্কে খারাপ ধারনা পোষণ করবে।",['Warning-of-Consequences'],Offensive,"प्रवासियों, खानकी, आपके भुदा जाल आपको मार रहे हैं, मैगी, प्रवासी नेट पर नहीं मिलते हैं, आपके वोदका में कीड़े हैं।","खैर, ऐसी गंदी भाषा में, सोशल मीडिया का दुरुपयोग करते हुए, क्या आपको लगता है कि हमारे देश का सम्मान जाएगा? दूसरे देशों के लोगों के बारे में बुरे विचार होंगे।"
526,A1HFJSETMNC7BF,"তোরে ফুটকি মারছে প্রবাসিরা, খানকি, তোর ভুদার জালা অঠেছে, মাগি, প্রবাসিরা তোরে জালা মিঠাই তে জাবে না, তোর ভোদায় পোকা আছে।","একজন মহিলাকে দুর্বল মনে করে তাকে অসম্মান করা অনেক সোজা। এতে কীর্তিতের কিছু নেই। আপনি যদি তাদের সম্মান করেন, দেখবেন আপনাকেও সবাই সম্মান দিয়ে চলবে।","['Empathy', 'Warning-of-Consequences']",Offensive,"प्रवासियों, खानकी, आपके भुदा जाल आपको मार रहे हैं, मैगी, प्रवासी नेट पर नहीं मिलते हैं, आपके वोदका में कीड़े हैं।","एक महिला को कमजोर के रूप में अपमानित करना बहुत सीधा है। इससे कोई लेना -देना नहीं है। यदि आप उनका सम्मान करते हैं, तो आप देखेंगे कि आप सभी को सम्मानित किया जाएगा।"
555,A1HFJSETMNC7BF,খানকি মাগি কনভোর লেজ ঘুরিয়ে অন্যদিকে নেও কেন ???  আকথা শোনতে ভালো লাগে তোমার কাছে না🧐🧐,"আপনি মন্তব্য টি যে করলেন, তা খুবই অপ্রাসঙ্গিক ও অবান্তর। মুখের ভাষা ঠিক করুন।",['Shaming'],Offensive,खंकी मैगी कोनो की पूंछ पूंछ को बदल देती है और इसे दूसरे पर क्यों नहीं ले जाती है ??? आपकी बात नहीं सुनना अच्छा है।,आपने टिप्पणी में जो किया वह बहुत अप्रासंगिक और असंगत है। मुंह की भाषा को ठीक करें।
555,A1HFJSETMNC7BF,খানকি মাগি কনভোর লেজ ঘুরিয়ে অন্যদিকে নেও কেন ???  আকথা শোনতে ভালো লাগে তোমার কাছে না🧐🧐,"আমাদের সবার জন্ম কিন্তু কোনো না কোনো মহিলার পেট থেকে, আমাদের সকলের উচিত মহিলাদের সম্মান দিয়ে কথা বলা।",['Empathy'],Offensive,खंकी मैगी कोनो की पूंछ पूंछ को बदल देती है और इसे दूसरे पर क्यों नहीं ले जाती है ??? आपकी बात नहीं सुनना अच्छा है।,"हम सभी पैदा हुए थे लेकिन किसी महिला के पेट से, हम सभी को महिलाओं के संबंध में बात करनी चाहिए।"
572,A1HFJSETMNC7BF,"ব্রা দেখিয়ে যেসকল মহিলা বলে শাড়ীতেই নাড়ী,  প্রকৃত পক্ষে তারাই আসল খানকি....","ব্রা অন্তর্বস্ত্র। তা যদি কোনো ভাবে দেখা যায়, তা নিয়ে এত সমালোচনা করার কিছু নেই। গালিগালাজ করারও কিছু নেই।",['Shaming'],Offensive,"ब्रा दिखाने वाली महिला साड़ी में एक नाड़ी है, वे असली के लिए असली खंकी हैं।","ब्रा आवक है। यदि यह किसी भी तरह से देखा जाता है, तो आलोचना करने के लिए कुछ भी नहीं है। दुरुपयोग करने के लिए कुछ भी नहीं है।"
572,A1HFJSETMNC7BF,"ব্রা দেখিয়ে যেসকল মহিলা বলে শাড়ীতেই নাড়ী,  প্রকৃত পক্ষে তারাই আসল খানকি....","আপনার মন্তব্য থেকে মনে হচ্ছে ওই ব্রায়ের সরু স্ট্র্যাপটার মতো, আপনার মানসিকতাও সংকীর্ণ।",['Hypocrisy'],Offensive,"ब्रा दिखाने वाली महिला साड़ी में एक नाड़ी है, वे असली के लिए असली खंकी हैं।","आपकी टिप्पणी से, ऐसा लगता है कि ब्रेयर का संकीर्ण स्ट्रैप्टर, आपकी मानसिकता संकीर्ण है।"
575,A1HFJSETMNC7BF,তাই নাকি তোরা খানকি গিরি করবি এটা স্মাট নেস আর সত্যি কথা শুনলে হয় আজাইরা। তুই ছনি মাগি না,"কেউ কি করবে সেটা তার ব্যাক্তিগত ব্যাপার, যদি আপনি দেখেন সে অশালীন কিছু পোস্ট করেছে আপনি সেটা রিপোর্ট করুন।",['Affliation'],Offensive,तो आप खंकी गिरी यह स्मार्ट नेस है और सच्चाई अज़िरा द्वारा सुनी जाती है। आप चिनि मैगी नहीं हैं,"कोई क्या करेगा उसका व्यक्तिगत मामला है, अगर आप देखते हैं कि उसने कुछ अभद्रता से पोस्ट किया है, तो आप इसे रिपोर्ट करते हैं।"
